label	question	answer_test	answer
7	Помогите загрузить паспорт и диплом	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75252	Помогите загрузить паспорт и диплом
7	прохожу обучение, нужно загрузить мой диплом. Расскажите, как это сделать	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75252	прохожу обучение, нужно загрузить мой диплом. Расскажите, как это сделать
7	Не могу загрузить свои документы(паспорт,диплом)	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75252	Не могу загрузить свои документы(паспорт,диплом)
7	как мне загрузить копию диплома	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75252	как мне загрузить копию диплома
7	как загрузить диплом о высшем образовании	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75252	как загрузить диплом о высшем образовании
7	как загрузить документы в профиль? диплом, паспорт	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75252	как загрузить документы в профиль? диплом, паспорт
7	Как загрузить личные документы для оформления диплома об окончании курса	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75252	Как загрузить личные документы для оформления диплома об окончании курса
7	куда загрузить документы для получения диплома об обучении?	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75252	куда загрузить документы для получения диплома об обучении?
7	Где загрузит документы паспорт и диплом	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75252	Где загрузит документы паспорт и диплом
7	как загрузить документы (паспорт, диплом) в личном кабинете	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75252	как загрузить документы (паспорт, диплом) в личном кабинете
7	как загрузить диплом	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75252	как загрузить диплом
7	Как загрузить документы на сайт, чтобы получить сертификат	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75252	Как загрузить документы на сайт, чтобы получить сертификат
7	как мне загрузить диплом и прочие документы. Я прошла итоговый тест	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75252	как мне загрузить диплом и прочие документы. Я прошла итоговый тест
7	где загрузить документы? ( паспорт и диплом) во вкладке мои документы, нет окошечка для загрузки	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75252	где загрузить документы? ( паспорт и диплом) во вкладке мои документы, нет окошечка для загрузки
7	не появилась строка загрузки моих документов (паспорт, диплом)	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75252	не появилась строка загрузки моих документов (паспорт, диплом)
8	Что делать если не успел обучится в срок	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=112009	Что делать если не успел обучится в срок
8	Продлите мне, пожалуйста, обучение	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=112009	Продлите мне, пожалуйста, обучение
8	Не окончила обучение из-за болезни. Как можно завершить обучение и получить документ о повышении квалификации?	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=112009	Не окончила обучение из-за болезни. Как можно завершить обучение и получить документ о повышении квалификации?
8	Сегодня не могу открыть программу и продолжить учиться.	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=112009	Сегодня не могу открыть программу и продолжить учиться.
8	Как продолжить уже начатое обучение?	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=112009	Как продолжить уже начатое обучение?
8	Обучение начато. Не было возможности заходить на сайт, как закончить обучение?	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=112009	Обучение начато. Не было возможности заходить на сайт, как закончить обучение?
8	Прошу продлить программы обучения	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=112009	Прошу продлить программы обучения
8	Прошу возобновить мне доступ к учебе, т.к. не успела пройти вовремя	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=112009	Прошу возобновить мне доступ к учебе, т.к. не успела пройти вовремя
8	Не могу продолжить учиться, пишет что закончился доступ	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=112009	Не могу продолжить учиться, пишет что закончился доступ
8	У меня куплен курс, я не успела его изучить,нет ли возможности мне к нему вернуться	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=112009	У меня куплен курс, я не успела его изучить,нет ли возможности мне к нему вернуться
8	Сегодня заканчивается обучение, но я не успеваю, могу завтра нажать на кнопку продолжить обучение и продолжить учиться	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=112009	Сегодня заканчивается обучение, но я не успеваю, могу завтра нажать на кнопку продолжить обучение и продолжить учиться
8	Можно перенести обучение на другой срок? не успеваю пройти обучение	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=112009	Можно перенести обучение на другой срок? не успеваю пройти обучение
8	Возможно перенести срок сдачи итогового теста, неуспеваю?	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=112009	Возможно перенести срок сдачи итогового теста, неуспеваю?
8	Как можно продлить срок обучения	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=112009	Как можно продлить срок обучения
8	Можно продлить срок обучения?	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=112009	Можно продлить срок обучения?
8	Срок обучения прошел. Подскажите, нельзя ли продлить	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=112009	Срок обучения прошел. Подскажите, нельзя ли продлить
8	У меня есть незавершенные курсы, нет времени пройти обучение во время. Смогу я аттестоваться по ним позже?	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=112009	У меня есть незавершенные курсы, нет времени пройти обучение во время. Смогу я аттестоваться по ним позже?
8	Я не успела сдать тесты. Можно ли продлить обучение?	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=112009	Я не успела сдать тесты. Можно ли продлить обучение?
8	Если я не успею сдать итоговый тест, что будет? Продлиться ли мое обучение?	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=112009	Если я не успею сдать итоговый тест, что будет? Продлиться ли мое обучение?
8	Просьба продлить дату сдачи итогового теста	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=112009	Просьба продлить дату сдачи итогового теста
9	Где сертификат с вебинара	Если после вебинара вам полагается сертификат, скачайте его на сайте, где смотрели вебинар. Перейти на сайт можно из письма о регистрации на вебинар.	Где сертификат с вебинара
9	где можно найти свой сертификат с вебинара	Если после вебинара вам полагается сертификат, скачайте его на сайте, где смотрели вебинар. Перейти на сайт можно из письма о регистрации на вебинар.	где можно найти свой сертификат с вебинара
9	где найти сертификат с вебинара	Если после вебинара вам полагается сертификат, скачайте его на сайте, где смотрели вебинар. Перейти на сайт можно из письма о регистрации на вебинар.	где найти сертификат с вебинара
9	не пришел на почту сертификат об участии в вебинаре	Если после вебинара вам полагается сертификат, скачайте его на сайте, где смотрели вебинар. Перейти на сайт можно из письма о регистрации на вебинар.	не пришел на почту сертификат об участии в вебинаре
9	мне не пришел сертификат на вебинар	Если после вебинара вам полагается сертификат, скачайте его на сайте, где смотрели вебинар. Перейти на сайт можно из письма о регистрации на вебинар.	мне не пришел сертификат на вебинар
9	в течении какого времени после вебинара придет сертификат	Если после вебинара вам полагается сертификат, скачайте его на сайте, где смотрели вебинар. Перейти на сайт можно из письма о регистрации на вебинар.	в течении какого времени после вебинара придет сертификат
9	я посмотрела вебинар, как получить сертификат	Если после вебинара вам полагается сертификат, скачайте его на сайте, где смотрели вебинар. Перейти на сайт можно из письма о регистрации на вебинар.	я посмотрела вебинар, как получить сертификат
9	почему мне не пришел сертификат об участии в вебинаре	Если после вебинара вам полагается сертификат, скачайте его на сайте, где смотрели вебинар. Перейти на сайт можно из письма о регистрации на вебинар.	почему мне не пришел сертификат об участии в вебинаре
9	почему нет сертификата участия только что прошедшего вебинара	Если после вебинара вам полагается сертификат, скачайте его на сайте, где смотрели вебинар. Перейти на сайт можно из письма о регистрации на вебинар.	почему нет сертификата участия только что прошедшего вебинара
9	как получить сертификат после вебинара	Если после вебинара вам полагается сертификат, скачайте его на сайте, где смотрели вебинар. Перейти на сайт можно из письма о регистрации на вебинар.	как получить сертификат после вебинара
9	где скачать сертификаты участникам вебинара	Если после вебинара вам полагается сертификат, скачайте его на сайте, где смотрели вебинар. Перейти на сайт можно из письма о регистрации на вебинар.	где скачать сертификаты участникам вебинара
9	где взять сертификат участника вебинара	Если после вебинара вам полагается сертификат, скачайте его на сайте, где смотрели вебинар. Перейти на сайт можно из письма о регистрации на вебинар.	где взять сертификат участника вебинара
9	послушала вебинар, как можно получить сертификат	Если после вебинара вам полагается сертификат, скачайте его на сайте, где смотрели вебинар. Перейти на сайт можно из письма о регистрации на вебинар.	послушала вебинар, как можно получить сертификат
9	получить сертификат после вебинара	Если после вебинара вам полагается сертификат, скачайте его на сайте, где смотрели вебинар. Перейти на сайт можно из письма о регистрации на вебинар.	получить сертификат после вебинара
10	Закрывающие документы	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	Закрывающие документы
10	пришлите сверку	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	пришлите сверку
10	попросить сверку	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	попросить сверку
10	пришлите документы через ЭДО	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	пришлите документы через ЭДО
10	вышлите оригинал накладной	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	вышлите оригинал накладной
10	вышлите накладную	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	вышлите накладную
10	получить оригиналы документов	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	получить оригиналы документов
10	заказать оригиналы документов	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	заказать оригиналы документов
10	перешлите закрывающие документы	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	перешлите закрывающие документы
10	пришлите закрывающие документы	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	пришлите закрывающие документы
10	нет закрывающих документов	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	нет закрывающих документов
10	прислать оригинал счет-фактуры	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	прислать оригинал счет-фактуры
10	закрывашки	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	закрывашки
10	акт о работах	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	акт о работах
10	акт о выполненных работах	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	акт о выполненных работах
10	упд	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	упд
10	накладной	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	накладной
10	накладная	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	накладная
10	накл.	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	накл.
10	приходные	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	приходные
10	акт передачи прав	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	акт передачи прав
10	акт. выполнен. работ	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	акт. выполнен. работ
10	акт выполненных работ	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	акт выполненных работ
10	акт вып. работ	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	акт вып. работ
10	акт. выполн. работ	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	акт. выполн. работ
10	акт. выполн работ	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	акт. выполн работ
10	закрывающие	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	закрывающие
10	закрывающий	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	закрывающий
10	фактура	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	фактура
10	с/ф	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	с/ф
10	сч-факт	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	сч-факт
10	сф	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	сф
10	с-ф	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	с-ф
10	акт взаиморасчетов	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	акт взаиморасчетов
10	акт выверки	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	акт выверки
10	акти с сверки	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	акти с сверки
10	акс сверки	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	акс сверки
10	сверить	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	сверить
10	свериться	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	свериться
10	сальдо	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	сальдо
10	akt-sverki	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	akt-sverki
10	akt sverki	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	akt sverki
10	aktsverki	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	aktsverki
10	сверка	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	сверка
10	акт-сверки	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	акт-сверки
10	акт сверки	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	акт сверки
10	Акт-сврки	Здравствуйте! Вы можете скачать документы, сформировать акты-сверки или заказать доставку оригиналов в разделе https://id2.action-media.ru/closingDocuments Примерный срок доставки - 2 недели. Документы также можно получить в электронном виде через ЭДО.	Акт-сврки
11	Не могу войти	Здравствуйте! Возможно, ваши продукты привязаны к другому вашему аккаунту. Попробуйте выйти и зайти снова под другим логином – это ваш телефон или почта. Если вы забыли пароль, восстановить его можно по https://docs.google.com/document/d/1OZYeQJJd1AuYSo3w40_lWjv-xZ2dUYqWGcK1fkLGCmI/edit Для активации нового продукта https://id2.action-media.ru/products/my-products?codeactivation=1 перейдите по ссылке&raquo;</a> и введите код, полученный по почте.	Не могу войти
11	как получить код активации	Здравствуйте! Возможно, ваши продукты привязаны к другому вашему аккаунту. Попробуйте выйти и зайти снова под другим логином – это ваш телефон или почта. Если вы забыли пароль, восстановить его можно по https://docs.google.com/document/d/1OZYeQJJd1AuYSo3w40_lWjv-xZ2dUYqWGcK1fkLGCmI/edit Для активации нового продукта https://id2.action-media.ru/products/my-products?codeactivation=1 перейдите по ссылке&raquo;</a> и введите код, полученный по почте.	как получить код активации
11	как получить код доступа	Здравствуйте! Возможно, ваши продукты привязаны к другому вашему аккаунту. Попробуйте выйти и зайти снова под другим логином – это ваш телефон или почта. Если вы забыли пароль, восстановить его можно по https://docs.google.com/document/d/1OZYeQJJd1AuYSo3w40_lWjv-xZ2dUYqWGcK1fkLGCmI/edit Для активации нового продукта https://id2.action-media.ru/products/my-products?codeactivation=1 перейдите по ссылке&raquo;</a> и введите код, полученный по почте.	как получить код доступа
11	где взять код	Здравствуйте! Возможно, ваши продукты привязаны к другому вашему аккаунту. Попробуйте выйти и зайти снова под другим логином – это ваш телефон или почта. Если вы забыли пароль, восстановить его можно по https://docs.google.com/document/d/1OZYeQJJd1AuYSo3w40_lWjv-xZ2dUYqWGcK1fkLGCmI/edit Для активации нового продукта https://id2.action-media.ru/products/my-products?codeactivation=1 перейдите по ссылке&raquo;</a> и введите код, полученный по почте.	где взять код
11	как активировать код	Здравствуйте! Возможно, ваши продукты привязаны к другому вашему аккаунту. Попробуйте выйти и зайти снова под другим логином – это ваш телефон или почта. Если вы забыли пароль, восстановить его можно по https://docs.google.com/document/d/1OZYeQJJd1AuYSo3w40_lWjv-xZ2dUYqWGcK1fkLGCmI/edit Для активации нового продукта https://id2.action-media.ru/products/my-products?codeactivation=1 перейдите по ссылке&raquo;</a> и введите код, полученный по почте.	как активировать код
11	не могу найти пароль	Здравствуйте! Возможно, ваши продукты привязаны к другому вашему аккаунту. Попробуйте выйти и зайти снова под другим логином – это ваш телефон или почта. Если вы забыли пароль, восстановить его можно по https://docs.google.com/document/d/1OZYeQJJd1AuYSo3w40_lWjv-xZ2dUYqWGcK1fkLGCmI/edit Для активации нового продукта https://id2.action-media.ru/products/my-products?codeactivation=1 перейдите по ссылке&raquo;</a> и введите код, полученный по почте.	не могу найти пароль
11	пароль не помню	Здравствуйте! Возможно, ваши продукты привязаны к другому вашему аккаунту. Попробуйте выйти и зайти снова под другим логином – это ваш телефон или почта. Если вы забыли пароль, восстановить его можно по https://docs.google.com/document/d/1OZYeQJJd1AuYSo3w40_lWjv-xZ2dUYqWGcK1fkLGCmI/edit Для активации нового продукта https://id2.action-media.ru/products/my-products?codeactivation=1 перейдите по ссылке&raquo;</a> и введите код, полученный по почте.	пароль не помню
